id,origen,destino,tiempoViaje,capacidad,distancia
R5737,SITP173A08,SITP101B09,1,2000,429
R5738,SITP101B09,SITP054B09,1,2000,368
R5739,SITP054B09,SITP649A09,1,2000,228
R5740,SITP649A09,SITP645A09,1,2000,532
R5741,SITP645A09,SITP663A09,1,2000,422
R5742,SITP663A09,SITP292A09,1,2000,265
R5743,SITP547A09,SITP068A09,1,2000,362
R5744,SITP068A09,SITP154A09,1,2000,256
R5745,SITP154A09,SITP265A09,1,2000,269
R5746,SITP265A09,SITP255A09,1,2000,282
R5747,SITP255A09,SITP497A09,1,2000,206
R5748,SITP497A09,SITP242A09,1,2000,259
R5749,SITP251A09,SITP253A09,1,2000,482
R5750,SITP253A09,SITP643A08,1,2000,284
R5751,SITP413A13,SITP416A13,1,2000,258
R5752,SITP416A13,SITP448A13,1,2000,224
R5753,SITP448A13,SITP365A13,1,2000,231
R5754,SITP365A13,SITP443A13,1,2000,393
R5755,SITP291A13,SITP292A13,1,2000,17
R5756,SITP292A13,SITP295A13,1,2000,221
R5757,SITP425A13,SITP349A13,1,2000,258
R5758,SITP349A13,SITP448A13,1,2000,295
R5759,SITP448A13,SITP460A00,1,2000,348
R5760,SITP460A00,SITP461A00,1,2000,44
R5761,SITP505A00,SITP665B00,1,2000,143
R5762,SITP297A13,SITP299A13,1,2000,150
R5763,SITP299A13,SITP300A13,1,2000,32
R5764,SITP300A13,SITP304A13,1,2000,169
R5765,SITP304A13,SITP303A13,1,2000,20
R5766,SITP303A13,SITP359A13,1,2000,123
R5767,SITP359A13,SITP306A13,1,2000,186
R5768,SITP448A13,SITP541A13,1,2000,314
R5769,SITP541A13,SITP332A13,1,2000,565
R5770,SITP332A13,SITP717A00,1,2000,383
R5771,SITP717A00,SITP066A00,1,2000,242
R5772,SITP244B00,SITP812A00,1,2000,293
R5773,SITP450A00,SITP861A00,1,2000,530
R5774,SITP861A00,SITP066A11,1,2000,571
R5775,SITP066A11,SITP807A00,1,2000,471
R5776,SITP807A00,SITP437A00,1,2000,207
R5777,SITP437A00,SITP156A00,1,2000,446
R5778,SITP156A00,SITP323A00,1,2000,423
R5779,SITP323A00,SITP033A00,1,2000,313
R5780,SITP038A08,SITP041A08,1,2000,1009
R5781,SITP041A08,SITP551A08,1,2000,230
R5782,SITP208A07,SITP210A07,1,2000,283
R5783,SITP091D07,SITP091A07,1,2000,142
R5784,SITP091A07,SITP094B07,1,2000,695
R5785,SITP094B07,SITP126A06,1,2000,485
R5786,SITP126A06,SITP023A06,1,2000,394
R5787,SITP095D07,SITP020A07,1,2000,603
R5788,SITP355A07,SITP057A07,1,2000,1058
R5789,SITP193A06,SITP189A06,1,2000,611
R5790,SITP297A06,SITP219A06,1,2000,215
R5791,SITP219A06,SITP251A06,1,2000,484
R5792,SITP251A06,SITP229A06,1,2000,382
R5793,SITP229A06,SITP227A06,1,2000,255
R5794,SITP227A06,SITP335A06,1,2000,134
R5795,SITP335A06,SITP230A07,1,2000,580
R5796,SITP230A07,SITP408A06,1,2000,262
R5797,SITP159A06,SITP163A06,1,2000,290
R5798,SITP163A06,SITP063A06,1,2000,263
R5799,SITP062A06,SITP405A06,1,2000,480
R5800,SITP112A06,SITP387A06,1,2000,329
R5801,SITP387A06,SITP426A06,1,2000,477
R5802,SITP154A06,SITP180A06,1,2000,398
R5803,SITP180A06,SITP247A06,1,2000,464
R5804,SITP247A06,SITP356A06,1,2000,481
R5805,SITP356A06,SITP007C06,1,2000,643
R5806,SITP065B06,SITP040A06,1,2000,585
R5807,SITP395A06,SITP003A06,1,2000,378
R5808,SITP003A06,SITP118A06,1,2000,953
R5809,SITP118A06,SITP117A06,1,2000,388
R5810,SITP117A06,SITP028A07,1,2000,237
R5811,SITP028A07,SITP119B07,1,2000,213
R5812,SITP243B00,SITP608A00,1,2000,652
R5813,SITP464A00,SITP115A00,1,2000,492
R5814,SITP632A00,SITP541A13,1,2000,389
R5815,SITP339A13,SITP542A13,1,2000,203
R5816,SITP542A13,SITP333A13,1,2000,161
R5817,SITP333A13,SITP329A13,1,2000,255
R5818,SITP329A13,SITP579A13,1,2000,204
R5819,SITP579A13,SITP281A13,1,2000,178
R5820,SITP281A13,SITP277A13,1,2000,235
R5821,SITP277A13,SITP479A13,1,2000,282
R5822,SITP479A13,SITP521A13,1,2000,113
R5823,SITP521A13,SITP480A13,1,2000,117
R5824,SITP480A13,SITP481A13,1,2000,192
R5825,SITP481A13,SITP389A13,1,2000,45
R5826,SITP389A13,SITP460A13,1,2000,51
R5827,SITP460A13,SITP508A13,1,2000,306
R5828,SITP508A13,SITP504A13,1,2000,320
R5829,SITP120A13,SITP572A13,1,2000,198
R5830,SITP572A13,SITP123A13,1,2000,165
R5831,SITP123A08,SITP118A08,1,2000,590
R5832,SITP118A08,SITP121A08,1,2000,222
R5833,SITP121A08,SITP064A08,1,2000,491
R5834,SITP356B07,SITP133A07,1,2000,270
R5835,SITP133A07,SITP450A08,1,2000,404
R5836,SITP450A08,SITP448A08,1,2000,230
R5837,SITP448A08,SITP442A08,1,2000,304
R5838,SITP442A08,SITP443A08,1,2000,17
R5839,SITP443A08,SITP059A08,1,2000,271
R5840,SITP427A08,SITP387A08,1,2000,623
R5841,SITP387A08,SITP080A08,1,2000,1241
R5842,SITP080A08,SITP148A08,1,2000,373
R5843,SITP148A08,SITP031A09,1,2000,900
R5844,SITP031A09,SITP274A09,1,2000,427
R5845,SITP274A09,SITP285A08,1,2000,391
R5846,SITP285A08,SITP643A08,1,2000,932
R5847,SITP643A08,SITP662A09,1,2000,271
R5848,SITP408A06,SITP227A06,1,2000,447
R5849,SITP251A06,SITP301A06,1,2000,205
R5850,SITP301A06,SITP300A06,1,2000,298
R5851,SITP300A06,SITP316A06,1,2000,378
R5852,SITP095D07,SITP072C07,1,2000,349
R5853,SITP072C07,SITP091D07,1,2000,562
R5854,SITP045A08,SITP037A07,1,2000,354
R5855,SITP037A07,SITP036A07,1,2000,261
R5856,SITP513A08,SITP050A07,1,2000,268
R5857,SITP551A08,SITP034A07,1,2000,296
R5858,SITP034A07,SITP038A08,1,2000,937
R5859,SITP202A00,SITP436A00,1,2000,218
R5860,SITP436A00,SITP201A00,1,2000,257
R5861,SITP201A00,SITP438A00,1,2000,228
R5862,SITP438A00,SITP433A00,1,2000,250
R5863,SITP433A00,SITP813A00,1,2000,336
R5864,SITP786A00,TM10007,1,2000,587
R5865,TM10007,SITP244B00,1,2000,267
R5866,SITP436A08,SITP458A08,1,2000,351
R5867,SITP458A08,SITP062A08,1,2000,98
R5868,SITP062A08,SITP453A08,1,2000,451
R5869,SITP422A08,SITP407A08,1,2000,545
R5870,SITP407A08,SITP610A08,1,2000,635
R5871,SITP610A08,SITP453A08,1,2000,354
R5872,SITP453A08,SITP304A08,1,2000,505
R5873,SITP304A08,SITP438A08,1,2000,151
R5874,SITP438A08,SITP654A08,1,2000,253
R5875,SITP611A08,SITP028B08,1,2000,284
R5876,SITP028B08,SITP210B08,1,2000,248
R5877,SITP210B08,SITP636A08,1,2000,434
R5878,SITP052B08,SITP356B07,1,2000,384
R5879,SITP356B07,SITP124A07,1,2000,928
R5880,SITP124A07,SITP349A07,1,2000,682
R5881,SITP349A07,SITP343B07,1,2000,828
R5882,SITP423A06,SITP279A06,1,2000,883
R5883,SITP279A06,SITP187A06,1,2000,178
R5884,SITP130B06,SITP128A06,1,2000,309
R5885,SITP124C05,SITP102B04,1,2000,468
R5886,SITP102B04,SITP105C04,1,2000,703
R5887,SITP209C03,SITP170C03,1,2000,749
R5888,SITP170C03,SITP165C03,1,2000,453
R5889,SITP165C03,SITP136A02,1,2000,284
R5890,SITP292A00,SITP315A01,1,2000,267
R5891,SITP292A01,SITP314A01,1,2000,28
R5892,SITP313A01,SITP290A01,1,2000,339
R5893,SITP290A01,SITP257A01,1,2000,182
R5894,SITP188A01,SITP031A01,1,2000,331
R5895,SITP672A01,SITP030A01,1,2000,234
R5896,SITP030A01,SITP616A01,1,2000,152
R5897,SITP283A01,SITP116A01,1,2000,257
R5898,SITP116A01,SITP284A01,1,2000,325
R5899,SITP284A01,SITP058A01,1,2000,191
R5900,SITP058A01,SITP285A01,1,2000,324
R5901,SITP285A01,SITP286A01,1,2000,230
R5902,SITP286A01,SITP307A01,1,2000,34
R5903,SITP307A01,SITP308A01,1,2000,391
R5904,SITP308A01,SITP545A01,1,2000,248
R5905,SITP545A01,SITP077A01,1,2000,114
R5906,SITP077A01,SITP104A01,1,2000,300
R5907,SITP378A01,SITP422A01,1,2000,461
R5908,SITP422A01,SITP028A01,1,2000,170
R5909,SITP028A01,SITP144B01,1,2000,423
R5910,SITP145A01,SITP150A01,1,2000,563
R5911,SITP150A01,SITP147A01,1,2000,286
R5912,SITP431B01,SITP429A01,1,2000,140
R5913,SITP429A01,SITP426A01,1,2000,375
R5914,SITP146B01,SITP274B01,1,2000,1076
R5915,SITP274B01,SITP101A02,1,2000,451
R5916,SITP430A11,SITP562A11,1,2000,112
R5917,SITP562A11,SITP435A11,6,2000,4613
R5918,SITP435A11,SITP123A11,1,2000,978
R5919,SITP123A11,SITP128A11,1,2000,353
R5920,SITP128A11,SITP130B11,1,2000,197
R5921,SITP130B11,SITP132A11,1,2000,191
R5922,SITP370A10,SITP274A10,1,2000,283
R5923,SITP274A10,SITP293A10,1,2000,239
R5924,SITP293A10,SITP275A10,1,2000,324
R5925,SITP275A10,SITP310A10,1,2000,300
R5926,SITP310A10,SITP182A10,1,2000,250
R5927,SITP182A10,SITP194A10,1,2000,469
R5928,SITP194A10,SITP204A10,1,2000,175
R5929,SITP213B10,SITP216A10,1,2000,247
R5930,SITP216A10,SITP215A10,1,2000,228
R5931,SITP215A10,SITP221A10,1,2000,296
R5932,SITP221A10,SITP392A10,1,2000,245
R5933,SITP229A10,SITP222A10,1,2000,195
R5934,SITP240A10,SITP242A10,1,2000,95
R5935,SITP242A10,SITP244A10,1,2000,290
R5936,SITP244A10,SITP243A10,1,2000,266
R5937,SITP249A10,SITP033A10,1,2000,439
R5938,SITP033A10,SITP394A10,1,2000,326
R5939,TM07006,SITP056A10,1,2000,433
R5940,SITP336A10,SITP107B11,1,2000,580
R5941,SITP107B11,SITP102A11,1,2000,558
R5942,SITP102A11,SITP404A11,1,2000,456
R5943,SITP404A11,SITP421A11,1,2000,642
R5944,SITP421A11,SITP437A12,1,2000,306
R5945,SITP437A12,SITP324A12,1,2000,383
R5946,SITP324A12,SITP529A13,1,2000,222
R5947,SITP445A12,SITP473A13,1,2000,718
R5948,SITP473A13,SITP576A13,1,2000,315
R5949,SITP358A13,SITP354A13,1,2000,383
R5950,SITP354A13,SITP461A00,1,2000,279
R5951,SITP493A00,SITP494A00,1,2000,54
R5952,SITP494A00,SITP498A00,1,2000,339
R5953,SITP499A00,SITP509A00,1,2000,461
R5954,SITP8480,SITP508A00,1,2000,120
R5955,SITP508A00,SITP510A00,1,2000,29
R5956,SITP665A00,SITP245D00,1,2000,260
R5957,SITP245D00,SITP654A00,1,2000,693
R5958,SITP654A00,SITP096A00,1,2000,313
R5959,SITP096A00,SITP241B00,1,2000,159
R5960,SITP278A03,SITP093A03,1,2000,205
R5961,SITP093A03,SITP091A03,1,2000,319
R5962,SITP091A03,SITP075A03,1,2000,393
R5963,SITP075A03,SITP073A03,1,2000,451
R5964,SITP073A03,SITP070A03,1,2000,307
R5965,SITP070A03,SITP581A03,1,2000,165
R5966,SITP581A03,SITP205A03,1,2000,310
R5967,SITP205A03,SITP545A03,1,2000,313
R5968,SITP545A03,SITP385A03,1,2000,314
R5969,SITP385A03,SITP068A03,1,2000,112
R5970,TM03002,SITP614A03,1,2000,590
R5971,SITP156A02,SITP005A02,1,2000,853
R5972,SITP005A02,TM03005,1,2000,334
R5973,SITP613A03,TM03009,1,2000,533
R5974,TM03009,SITP045A03,1,2000,52
R5975,SITP045A03,SITP050A02,1,2000,656
R5976,SITP050A02,SITP049A02,1,2000,440
R5977,SITP049A02,TM03011,1,2000,356
R5978,TM03011,SITP214A03,1,2000,317
R5979,SITP214A03,SITP528A03,1,2000,347
R5980,SITP528A03,SITP212A03,1,2000,527
R5981,SITP212A03,SITP554A03,1,2000,330
R5982,TM07102,SITP772A00,1,2000,733
R5983,SITP772A00,SITP103A05,1,2000,792
R5984,SITP101A05,SITP076A05,1,2000,553
R5985,SITP009A00,SITP069A07,1,2000,407
R5986,SITP070A07,SITP352A07,1,2000,256
R5987,SITP008A00,SITP033A00,1,2000,482
R5988,SITP033A00,SITP110A08,1,2000,444
R5989,SITP109A08,SITP038A10,1,2000,423
R5990,SITP024A10,SITP022A10,1,2000,534
R5991,SITP022A10,SITP319A10,1,2000,377
R5992,SITP319A10,SITP317A10,1,2000,523
R5993,SITP317A10,SITP399A10,1,2000,356
R5994,SITP007A09,SITP399A10,1,2000,262
R5995,SITP399A10,TM07006,1,2000,299
R5996,TM07006,TM07005,1,2000,529
R5997,TM07005,SITP394A10,1,2000,283
R5998,SITP410A09,TM07004,1,2000,215
R5999,TM07004,SITP380A10,1,2000,267
R6000,SITP380A10,SITP616A09,1,2000,906
R6001,SITP064A09,SITP055A09,1,2000,381
R6002,SITP055A09,SITP291A10,1,2000,754
R6003,SITP291A10,SITP614A09,1,2000,457
R6004,SITP041A09,SITP051A09,1,2000,194
R6005,SITP051A09,SITP230A09,1,2000,360
R6006,SITP230A09,SITP226A09,1,2000,193
R6007,SITP226A09,SITP659A09,1,2000,263
R6008,SITP659A09,SITP218A09,1,2000,150
R6009,SITP218A09,SITP184A09,1,2000,388
R6010,SITP184A09,SITP192A09,1,2000,382
R6011,SITP192A09,SITP200A09,1,2000,254
R6012,SITP200A09,SITP202A09,1,2000,199
R6013,SITP202A09,SITP654A09,1,2000,141
R6014,SITP654A09,SITP651A09,1,2000,471
R6015,SITP651A09,SITP650A09,1,2000,172
R6016,SITP650A09,SITP148A09,1,2000,412
R6017,SITP148A09,SITP575A09,1,2000,318
R6018,SITP575A09,SITP576A09,1,2000,260
R6019,SITP576A09,SITP127A09,1,2000,248
R6020,SITP424A04,SITP425A04,1,2000,408
R6021,SITP425A04,SITP285A04,1,2000,441
R6022,SITP285A04,SITP286A04,1,2000,307
R6023,SITP101A04,SITP011A04,1,2000,287
R6024,SITP011A04,SITP030A04,1,2000,434
R6025,SITP030A04,SITP021B04,1,2000,420
R6026,SITP021B04,SITP024A04,1,2000,366
R6027,SITP024A04,SITP021A04,1,2000,444
R6028,SITP076A04,SITP424A04,1,2000,147
R6029,SITP324A09,SITP313A09,1,2000,208
R6030,SITP313A09,SITP328A09,1,2000,309
R6031,SITP329A09,SITP345A09,1,2000,277
R6032,SITP345A09,SITP373A09,1,2000,189
R6033,SITP373A09,SITP374A09,1,2000,14
R6034,SITP374A09,SITP371A09,1,2000,243
R6035,SITP371A09,SITP365A09,1,2000,189
R6036,SITP365A09,SITP521A09,1,2000,303
R6037,SITP521A09,SITP021A09,1,2000,68
R6038,SITP023A09,SITP357A09,1,2000,463
R6039,SITP357A09,SITP356A09,1,2000,243
R6040,SITP356A09,SITP629A09,1,2000,226
R6041,SITP629A09,SITP347A09,1,2000,442
R6042,SITP347A09,SITP349A09,1,2000,512
R6043,SITP352A09,SITP616A09,1,2000,215
R6044,SITP002C09,SITP001A09,1,2000,132
R6045,SITP083A09,SITP637A09,1,2000,238
R6046,SITP637A09,SITP453A09,1,2000,535
R6047,SITP453A09,SITP461A09,1,2000,234
R6048,SITP461A09,SITP462A09,1,2000,453
R6049,SITP462A09,SITP560A09,1,2000,222
R6050,SITP560A09,SITP563A09,1,2000,367
R6051,SITP563A09,SITP207A08,1,2000,609
R6052,SITP094A09,SITP583A08,1,2000,557
R6053,SITP583A08,SITP265A10,1,2000,461
R6054,SITP265A10,SITP105A11,1,2000,502
R6055,SITP105A11,SITP015A11,1,2000,741
R6056,SITP011A11,SITP115A11,1,2000,368
R6057,SITP115A11,SITP066A11,1,2000,307
R6058,SITP066A11,SITP086A12,1,2000,390
R6059,SITP086A12,SITP813A00,1,2000,424
R6060,TM10007,SITP761A00,1,2000,325
R6061,SITP761A00,SITP814A00,1,2000,357
R6062,SITP674A00,SITP656A00,1,2000,98
R6063,SITP240A00,TM09114,1,2000,264
R6064,TM09114,SITP795A00,1,2000,443
R6065,SITP795A00,SITP183A00,1,2000,511
R6066,SITP183A00,SITP163A00,1,2000,419
R6067,SITP163A00,SITP165A00,1,2000,433
R6068,SITP165A00,SITP025A00,1,2000,427
R6069,SITP025A00,SITP526A00,1,2000,545
R6070,SITP526A00,SITP186A00,1,2000,575
R6071,SITP257A12,SITP255A12,1,2000,147
R6072,SITP255A12,SITP256A12,1,2000,62
R6073,SITP247A12,SITP244A12,1,2000,305
R6074,SITP244A12,SITP246A12,1,2000,226
R6075,SITP246A12,SITP515A12,1,2000,220
R6076,SITP515A12,SITP266A12,1,2000,162
R6077,SITP266A12,SITP438A12,1,2000,191
R6078,SITP438A12,SITP293A12,1,2000,187
R6079,SITP293A12,SITP555A12,1,2000,321
R6080,SITP555A12,SITP294A12,1,2000,129
R6081,SITP294A12,SITP470A12,1,2000,145
R6082,SITP072A12,SITP303A12,1,2000,243
R6083,SITP303A12,SITP315A12,1,2000,266
R6084,SITP315A12,SITP333A12,1,2000,657
R6085,SITP333A12,SITP342A12,1,2000,428
R6086,SITP342A12,SITP078A12,1,2000,351
R6087,SITP111A11,SITP108B11,1,2000,688
R6088,SITP108B11,SITP085A10,1,2000,794
R6089,SITP085A10,SITP076B10,1,2000,348
R6090,SITP076B10,SITP046A08,1,2000,249
R6091,SITP207A08,SITP015A08,1,2000,490
R6092,SITP113B08,SITP208B08,1,2000,293
R6093,SITP208B08,SITP208A08,1,2000,86
R6094,SITP158A08,SITP014C09,1,2000,587
R6095,SITP116A08,SITP184B08,1,2000,399
R6096,SITP182A08,SITP181B08,1,2000,299
R6097,SITP181B08,SITP638A08,1,2000,317
R6098,SITP180A08,SITP036A08,1,2000,284
R6099,SITP167A08,SITP343A08,1,2000,143
R6100,SITP345A08,SITP351A08,1,2000,445
R6101,SITP351A08,SITP350A08,1,2000,191
R6102,SITP350A08,SITP020A08,1,2000,138
R6103,SITP020A08,SITP644A08,1,2000,233
R6104,SITP644A08,SITP328A08,1,2000,192
R6105,SITP328A08,SITP330A08,1,2000,371
R6106,SITP330A08,SITP539A08,1,2000,146
R6107,SITP539A08,SITP536A08,1,2000,283
R6108,SITP536A08,SITP627A08,1,2000,342
R6109,SITP627A08,SITP098A08,1,2000,208
R6110,SITP098A08,SITP143A08,1,2000,373
R6111,SITP143A08,SITP100A08,1,2000,352
R6112,SITP100A08,SITP103A08,1,2000,370
R6113,SITP103A08,SITP280A09,1,2000,326
R6114,SITP275B09,SITP243A08,1,2000,630
R6115,SITP243A08,SITP245A08,1,2000,539
R6116,SITP245A08,SITP218A08,1,2000,648
R6117,SITP218A08,SITP643A08,1,2000,376
R6118,SITP504A11,SITP429A11,17,2000,11347
R6119,SITP429A11,SITP430A11,1,2000,29
R6120,SITP430A11,SITP581A11,1,2000,228
R6121,SITP581A11,SITP484A11,1,2000,559
R6122,SITP484A11,SITP485A11,1,2000,6
R6123,SITP485A11,SITP486A11,1,2000,634
R6124,SITP486A11,SITP483A11,1,2000,27
R6125,SITP483A11,SITP487A11,1,2000,421
R6126,SITP487A11,SITP488A11,1,2000,929
R6127,SITP488A11,SITP532A11,1,2000,352
R6128,SITP052A11,SITP050A11,1,2000,298
R6129,SITP050A11,SITP577A11,1,2000,198
R6130,SITP577A11,SITP557B11,1,2000,193
R6131,SITP006B11,SITP336A11,1,2000,420
R6132,SITP336A11,SITP002C11,1,2000,241
R6133,SITP418A11,SITP025A11,1,2000,704
R6134,SITP025A11,SITP068B11,1,2000,413
R6135,SITP076B11,SITP076A11,1,2000,42
R6136,SITP076A11,SITP082A11,1,2000,492
R6137,SITP082A11,SITP586A11,1,2000,286
R6138,SITP586A11,SITP081A11,1,2000,202
R6139,SITP081A11,SITP354A11,1,2000,451
R6140,SITP048A11,SITP577A11,1,2000,214
R6141,SITP577A11,SITP282A11,1,2000,266
R6142,SITP282A11,SITP052A11,1,2000,234
R6143,SITP052A11,SITP541A11,1,2000,357
R6144,SITP541A11,SITP043A11,1,2000,135
R6145,SITP043A11,SITP054A11,1,2000,349
R6146,SITP054A11,SITP532A11,1,2000,146
R6147,SITP532A11,SITP481A11,1,2000,332
R6148,SITP481A11,SITP487A11,1,2000,949
R6149,SITP487A11,SITP482A11,1,2000,13
R6150,SITP482A11,SITP483A11,1,2000,413
R6151,SITP581A11,SITP429A11,1,2000,255
R6152,SITP216A13,SITP101A13,1,2000,431
R6153,SITP101A13,SITP102A13,1,2000,97
R6154,SITP102A13,SITP104A13,1,2000,191
R6155,SITP104A13,SITP002A13,1,2000,264
R6156,SITP002A13,SITP105A13,1,2000,267
R6157,SITP006A13,SITP007A13,1,2000,19
R6158,SITP007A13,SITP008A13,1,2000,422
R6159,SITP523A13,SITP013A13,1,2000,198
R6160,SITP013A13,SITP200A13,1,2000,184
R6161,SITP200A13,SITP436A13,1,2000,151
R6162,SITP436A13,SITP435A13,1,2000,27
R6163,SITP435A13,SITP456A13,1,2000,106
R6164,SITP456A13,SITP201A13,1,2000,329
R6165,SITP201A13,SITP226A13,1,2000,203
R6166,SITP454A13,SITP455A13,1,2000,148
R6167,SITP455A13,SITP456A13,1,2000,219
R6168,SITP451A12,SITP329A12,1,2000,250
R6169,SITP329A12,SITP450A12,1,2000,331
R6170,SITP450A12,SITP586D13,1,2000,266
R6171,TM09100,SITP024A11,1,2000,621
R6172,SITP164A10,SITP163A10,1,2000,395
R6173,SITP163A10,SITP278A10,1,2000,355
R6174,SITP278A10,SITP135A10,1,2000,255
R6175,SITP135A10,SITP004A10,1,2000,198
R6176,SITP135A10,SITP354A10,1,2000,486
R6177,SITP354A10,SITP273A10,1,2000,511
R6178,SITP273A10,SITP165A10,1,2000,165
R6179,SITP165A10,SITP373A10,1,2000,230
R6180,SITP373A10,SITP382A11,1,2000,363
R6181,SITP070A12,SITP280A12,1,2000,196
R6182,SITP280A12,SITP555A12,1,2000,266
R6183,SITP266A12,SITP261A12,1,2000,126
R6184,SITP435B12,SITP264A12,1,2000,240
R6185,SITP264A12,SITP547A12,1,2000,233
R6186,SITP547A12,SITP554A12,1,2000,258
R6187,SITP359A12,SITP451A12,1,2000,261
R6188,SITP451A12,SITP586A13,1,2000,171
R6189,SITP608A11,SITP418A11,1,2000,119
R6190,SITP048A11,SITP578A11,1,2000,162
R6191,SITP281A11,SITP558A11,1,2000,276
R6192,SITP558A11,SITP600A11,1,2000,175
R6193,SITP600A11,SITP274A11,1,2000,132
R6194,SITP254B11,SITP242A11,1,2000,251
R6195,SITP242A11,SITP249A11,1,2000,159
R6196,SITP249A11,SITP545A11,1,2000,167
R6197,SITP545A11,SITP245A11,1,2000,205
R6198,SITP245A11,SITP235A11,1,2000,215
R6199,SITP235A11,SITP233A11,1,2000,247
R6200,SITP233A11,SITP560A11,1,2000,218
R6201,SITP560A11,SITP228A11,1,2000,134
R6202,SITP228A11,SITP234A11,1,2000,305
R6203,SITP232A11,SITP238A11,1,2000,197
R6204,SITP238A11,SITP244A11,1,2000,160
R6205,SITP244A11,SITP242A11,1,2000,229
R6206,SITP242A11,SITP251B11,1,2000,87
R6207,SITP251B11,SITP599A11,1,2000,282
R6208,SITP599A11,SITP549A11,1,2000,91
R6209,SITP549A11,SITP280A11,1,2000,260
R6210,SITP280A11,SITP281A11,1,2000,275
R6211,SITP281A11,SITP289A11,1,2000,127
R6212,SITP289A11,SITP578A11,1,2000,84
R6213,SITP557B11,SITP099A11,1,2000,124
R6214,SITP009A11,SITP008A11,1,2000,54
R6215,SITP008A11,SITP336A11,1,2000,647
R6216,TM08000,SITP608A11,1,2000,162
R6217,SITP231A01,SITP330A01,1,2000,258
R6218,SITP330A01,SITP102A01,1,2000,311
R6219,SITP102A01,SITP272A01,1,2000,348
R6220,SITP164A02,SITP029A02,1,2000,485
R6221,SITP029A02,SITP013A02,1,2000,425
R6222,SITP013A02,SITP015A02,1,2000,694
R6223,SITP015A02,SITP016A02,1,2000,386
R6224,SITP031A03,SITP481A03,1,2000,218
R6225,SITP481A03,SITP037A03,1,2000,616
R6226,SITP592A03,TM03002,1,2000,206
R6227,SITP548A03,SITP043A03,1,2000,318
R6228,SITP043A03,TM03002,1,2000,565
R6229,TM03002,SITP112A03,1,2000,534
R6230,SITP112A03,SITP113A03,1,2000,22
R6231,SITP057A03,SITP374A03,1,2000,260
R6232,SITP062B03,SITP366A03,1,2000,290
R6233,SITP366A03,SITP351A03,1,2000,233
R6234,SITP351A03,SITP348A03,1,2000,227
R6235,SITP348A03,SITP340A03,1,2000,332
R6236,SITP340A03,SITP376A03,1,2000,350
R6237,SITP376A03,SITP025B03,1,2000,277
R6238,SITP025A03,SITP641A03,1,2000,276
R6239,SITP641A03,SITP305A03,1,2000,177
R6240,SITP274A03,SITP296A03,1,2000,269
R6241,SITP297A03,SITP163A03,1,2000,277
R6242,SITP163A03,SITP162A03,1,2000,212
R6243,SITP162A03,SITP157A03,1,2000,295
R6244,SITP157A03,SITP155A03,1,2000,149
R6245,SITP155A03,SITP153A03,1,2000,253
R6246,SITP154A03,SITP092A03,1,2000,125
R6247,SITP092A03,SITP568A03,1,2000,299
R6248,SITP076A00,SITP235B00,1,2000,351
R6249,SITP235B00,SITP236A00,1,2000,463
R6250,SITP236A00,SITP191B00,1,2000,567
R6251,SITP191B00,SITP238B00,1,2000,428
R6252,SITP238B00,SITP239A00,1,2000,243
R6253,SITP239A00,SITP674A00,1,2000,431
R6254,SITP761A00,SITP812A00,1,2000,353
R6255,SITP812A00,SITP789A00,1,2000,610
R6256,SITP789A00,SITP068A00,1,2000,624
R6257,SITP063A00,SITP064A00,1,2000,49
R6258,SITP043A00,SITP042A00,1,2000,574
R6259,SITP031A07,SITP033A00,1,2000,470
R6260,SITP114A09,SITP436A09,1,2000,352
R6261,SITP436A09,SITP433A09,1,2000,174
R6262,SITP433A09,SITP633A09,1,2000,245
R6263,SITP633A09,SITP429A09,1,2000,208
R6264,SITP429A09,SITP673A09,1,2000,290
R6265,SITP673A09,SITP113A09,1,2000,196
R6266,SITP113A09,SITP038A09,1,2000,380
R6267,SITP038A09,SITP509A09,1,2000,360
R6268,SITP509A09,SITP414A09,1,2000,372
R6269,SITP414A09,SITP390A09,1,2000,196
R6270,SITP390A09,SITP354A09,1,2000,420
R6271,SITP354A09,SITP355A09,1,2000,30
R6272,SITP355A09,SITP643A09,1,2000,340
R6273,SITP099A02,SITP101A02,2,2000,1617
R6274,SITP586A11,SITP524A11,1,2000,277
R6275,SITP524A11,SITP080A11,1,2000,375
R6276,SITP080A11,SITP078A11,1,2000,382
R6277,SITP074A11,SITP572A11,1,2000,280
R6278,SITP572A11,SITP075A11,1,2000,360
R6279,SITP075A11,SITP122A11,1,2000,129
R6280,SITP122A11,SITP373B11,1,2000,329
R6281,SITP373B11,SITP120A11,1,2000,857
R6282,SITP120A11,SITP116A11,1,2000,430
R6283,SITP116A11,SITP093B10,1,2000,361
R6284,SITP093A10,SITP003A10,1,2000,588
R6285,SITP003A10,SITP001A10,1,2000,417
R6286,SITP001A10,SITP050B10,1,2000,278
R6287,SITP092B09,SITP112A09,1,2000,464
R6288,SITP112A09,SITP016A09,1,2000,576
R6289,SITP016A09,SITP062B09,1,2000,566
R6290,SITP062B09,SITP014D09,1,2000,684
R6291,SITP580B08,SITP580A08,1,2000,111
R6292,SITP056C07,SITP136B06,1,2000,762
R6293,SITP136B06,SITP133A06,1,2000,738
R6294,SITP422A06,SITP031B05,1,2000,595
R6295,SITP031B05,SITP130A05,1,2000,666
R6296,SITP130A05,SITP427A05,1,2000,548
